code,name_short,gender,function,country_code,country,nationality,height,weight,disciplines,events,birth_date,occupation,coach,influence,ritual,Cluster
1930255,ABABAKIROV S,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Taekwondo'],['Men -58kg'],26-09-2003,Athlete,"Nursultan Mamayev (KAZ), London 2012 Olympian",His father,,0
1930276,BUBLIK A,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,196,0.0,['Tennis'],"[""Men's Doubles"", ""Men's Singles"", 'Mixed Doubles']",17-06-1997,,Personal: Artem Suprunov (RUS),,,1
1930278,NEDOVYESOV A,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,188,0.0,['Tennis'],"[""Men's Doubles""]",15-02-1987,,,,,1
1930284,RYBAKINA E,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,184,0.0,['Tennis'],['Mixed Doubles'],17-06-1999,,Personal: Stefano Vukov (CRO),,,1
1930292,BREY L,Male,Athlete,ARG,Argentina,Argentina,191,0.0,['Football'],['Men'],21-09-2002,Athlete,National: Javier Mascherano (ARG),,,1
1930367,CAICEDO N,Female,Athlete,ECU,Ecuador,Ecuador,170,0.0,['Athletics'],"[""Women's 200m"", ""Women's 400m""]",02-09-2000,"Athlete, student",Personal: Nelson Gutierrez (CUB),,,1
1930371,NAZARENO A,Female,Athlete,ECU,Ecuador,Ecuador,168,0.0,['Athletics'],"[""Women's 200m""]",30-11-2001,Athlete,Personal: Nelson Gutierrez (CUB),,,1
1930372,di CESARE M,Male,Athlete,ARG,Argentina,Argentina,186,0.0,['Football'],['Men'],30-01-2002,Athlete,National: Javier Mascherano (ARG),,,1
1930375,ECHEVERRI C,Male,Athlete,ARG,Argentina,Argentina,171,0.0,['Football'],['Men'],02-01-2006,"Athlete, student",National: Javier Mascherano (ARG),,,1
1930384,FERNANDEZ E,Male,Athlete,ARG,Argentina,Argentina,178,0.0,['Football'],['Men'],25-07-2002,Athlete,Club: Diego Martinez (ARG).<br>National: Javier Mascherano (ARG),,,1
1930386,GARCIA J,Male,Athlete,ARG,Argentina,Argentina,181,0.0,['Football'],['Men'],20-08-2001,Athlete,National: Javier Mascherano (ARG),,,1
1930400,GONDOU L,Male,Athlete,ARG,Argentina,Argentina,189,0.0,['Football'],['Men'],22-06-2001,Athlete,National: Javier Mascherano (ARG),,,1
1930404,TENORIO AG,Female,Athlete,ECU,Ecuador,Ecuador,165,0.0,['Athletics'],"[""Women's 100m""]",27-01-1996,Athlete,Personal: Nelson Gutierrez (CUB),,,1
1930405,HEZZE S,Male,Athlete,ARG,Argentina,Argentina,182,0.0,['Football'],['Men'],22-10-2001,Athlete,Club: Jose Luis Mendilibar (ESP).<br>National: Javier Mascherano (ARG),,,1
1930407,MOREJON G,Female,Athlete,ECU,Ecuador,Ecuador,152,0.0,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",30-05-2000,Athlete,Personal: Julio Chuqui (ECU),,,1
1930417,LUJAN G,Male,Athlete,ARG,Argentina,Argentina,184,0.0,['Football'],['Men'],27-04-2001,Athlete,National: Javier Mascherano (ARG),,,1
1930422,TORRES PM,Female,Athlete,ECU,Ecuador,Ecuador,155,0.0,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",17-10-2000,Athlete,Personal: Julio Chuqui (ECU),,,1
1930426,MEDINA C,Male,Athlete,ARG,Argentina,Argentina,176,0.0,['Football'],['Men'],01-06-2002,Athlete,Club: Diego Martinez (ARG).</p><p>National: Javier Mascherano (ARG),,,1
1930428,BONILLA MB,Female,Athlete,ECU,Ecuador,Ecuador,157,0.0,['Athletics'],"[""Women's 20km Race Walk""]",08-02-1992,Athlete,Personal: Brent Vallance (AUS),Her mother,,1
1930436,OTAMENDI N,Male,Athlete,ARG,Argentina,Argentina,183,0.0,['Football'],['Men'],12-02-1988,Athlete,Club: Roger Schmidt (GER).<br>National: Javier Mascherano (ARG),,,1
1930444,NUNEZ A,Male,Athlete,PAR,Paraguay,Paraguay,178,0.0,['Football'],['Men'],01-10-2004,Athlete,National: Carlos Jara Saguier (PAR),,,1
1930451,RULLI G,Male,Athlete,ARG,Argentina,Argentina,189,0.0,['Football'],['Men'],20-05-1992,Athlete,,,,1
1930453,CANTERO A,Male,Athlete,PAR,Paraguay,Paraguay,170,0.0,['Football'],['Men'],05-02-2003,"Athlete, student",National: Carlos Jara Saguier (PAR),,,1
1930459,SOLER J,Male,Athlete,ARG,Argentina,Argentina,175,0.0,['Football'],['Men'],16-02-2005,Athlete,Club: Ricardo Zielinski (ARG).<br>National: Javier Mascherano (ARG),,,1
1930463,CHIRYUKIN N,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Shooting'],"['10m Air Pistol Men', '25m Rapid Fire Pistol Men', '10m Air Pistol Mixed Team']",05-07-2002,Athlete,National: Rashid Yunusmetov (KAZ),,,0
1930464,MALINOVSKIY K,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team']",03-08-1999,"Athlete, instructor",National: Olga Dovgun (KAZ).<br>Personal: Konstantin Malinovskiy (KAZ) - his father,"His father and coach, Konstantin Malinovskiy. ""He brought me into this sport and taught me everything.""",Says 'Poyekhali' (let's go) before competing. The phrase was made famous by Soviet cosmonaut Yuri Gagarin,0
1930465,ALTUKHOVA A,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Shooting'],"['10m Air Rifle Women', '50m Rifle 3 Positions Women', '10m Air Rifle Mixed Team']",23-09-2003,Athlete,"National: Olga Duvgun (KAZ).<br>Club: Skiba Veronica, Melsitov Yuri (KAZ)",Her mother and her coach,,0
1930466,LE A,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Shooting'],"['10m Air Rifle Women', '50m Rifle 3 Positions Women', '10m Air Rifle Mixed Team']",03-05-2004,"Student, athlete",National: Olga Dovgun (KAZ).<br>Personal: Veronika Skiba (KAZ),"Her coach Olga Dovgun. ""She is an example for me."" (Athlete, 11 Feb 2024)</p><p>Her husband Timofeyev Matvey. ""He always supports me and he is also a shooting athlete."" (Athlete, 11 Feb 2024)",,0
1930467,SATPAYEV I,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team']",21-09-1998,"Athlete, sports instructor",National: Olga Dovgun (KAZ).<br>Personal: Gennadiy Nassonov,"His coach Gennadiy Nassonov. ""We understand each other very well, both in sports and in life."" (Athlete, 11 Feb 2024)",,0
1930468,YUNUSMETOVA I,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Shooting'],"['10m Air Pistol Women', '10m Air Pistol Mixed Team']",25-11-2001,,Personal: Yunusmetov Rashid Sadullaevich (KAZ),,,0
1930478,ORYNBAY A,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Shooting'],"['Skeet Women', 'Skeet Mixed Team']",07-09-1993,Economist,"National: Sergey Kolos (KAZ), Vladislav Mukhamediyev (KAZ).<br>Personal: Oleg Pochivalov (KAZ)",Her parents,,0
1930479,DMITRIYENKO M,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Shooting'],['Trap Women'],24-03-1988,Athlete,National: Sergey Kolos (KAZ).<br>Personal: Oleg Pochivalov (KAZ),,,0
1930486,YECHSHENKO E,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",13-11-1999,,"Personal: Konstantin Yechshenko (KAZ), Alexandr Yechshenko (KAZ) - his grandfather and uncle",,,0
1930532,ZENON K,Male,Athlete,ARG,Argentina,Argentina,177,0.0,['Football'],['Men'],30-07-2001,Athlete,Club: Diego Martinez (ARG).<br>National: Javier Mascherano (ARG),,,1
1930539,GRAND'PIERRE A,Male,Athlete,HAI,Haiti,United States,0,0.0,['Swimming'],"[""Men's 100m Breaststroke""]",22-01-2003,,,,,0
1930552,ALSHAMLAN Y,Male,Athlete,KUW,Kuwait,Kuwait,0,0.0,['Fencing'],"[""Men's Sabre Individual""]",30-08-1998,,,,,0
1930706,VIANA VIERA J,Female,Athlete,BRA,Brazil,Brazil,162,0.0,['Badminton'],"[""Women's Singles""]",23-09-2004,Athlete,,"Her parents. ""They supported me since I was little and they always support me in my trips and my decisions. If I am at the level I am at, it is because of them."" (badmintonpanam.org, 24 Oct 2022)",,1
1930709,COELHO Y,Male,Athlete,BRA,Brazil,Brazil,178,0.0,['Badminton'],"[""Men's Singles""]",24-11-1996,Athlete,,"His father, coaches Marco Vasconcelos and Nadia Lyduch",,1
1930739,KNIBB T,Female,Athlete,USA,United States,United States,0,0.0,"['Cycling Road', 'Triathlon']","[""Women's Individual Time Trial"", ""Women's Individual""]",14-02-1998,Athlete,Personal: Erin Carson,Her mother,,0
1930741,KASPER K,Female,Athlete,USA,United States,United States,0,0.0,['Triathlon'],"[""Women's Individual""]",31-08-1991,Athlete,Personal: Nate Wilson (USA),,,0
1930747,PEARSON M,Male,Athlete,USA,United States,United States,0,0.0,['Triathlon'],"[""Men's Individual""]",22-09-1993,Athlete,Personal: Dean Gollich,,,0
1930750,RIDER S,Male,Athlete,USA,United States,United States,0,0.0,['Triathlon'],"[""Men's Individual""]",06-03-1997,Athlete,Personal: Paulo Sousa (POR),,,0
1930752,SPIVEY T,Female,Athlete,USA,United States,United States,0,0.0,['Triathlon'],"[""Women's Individual""]",13-04-1991,Athlete,Personal: Paulo Sousa (POR),Her mother,,0
1930767,DILLON F,Female,Athlete,USA,United States,United States,0,0.0,['Taekwondo'],['Women -57kg'],23-06-2002,,,,,0
1930770,HEALY J,Male,Athlete,USA,United States,United States,0,0.0,['Taekwondo'],['Men +80kg'],04-04-1997,,,,His pre-competition meal is pasta,0
1930771,NICKOLAS C,Male,Athlete,USA,United States,United States,0,0.0,['Taekwondo'],['Men -80kg'],18-07-2001,,National: Gareth Brown (GBR),,,0
1930773,TEACHOUT K,Female,Athlete,USA,United States,United States,0,0.0,['Taekwondo'],['Women -67kg'],13-09-2005,,,,,0
1930776,COLLINS D,Female,Athlete,USA,United States,United States,177,0.0,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",13-12-1993,,,,,1
1930777,NAVARRO E,Female,Athlete,USA,United States,United States,170,0.0,['Tennis'],"[""Women's Singles""]",18-05-2001,,Personal: Peter Ayers (USA),,,1
1930781,EUBANKS C,Male,Athlete,USA,United States,United States,201,0.0,['Tennis'],"[""Men's Singles""]",05-05-1996,,Personal: Ruan Roelofse (RSA),,,1
1930782,FRITZ T,Male,Athlete,USA,United States,United States,196,0.0,['Tennis'],"[""Men's Doubles"", ""Men's Singles"", 'Mixed Doubles']",28-10-1997,,"Personal: Michael Russell (USA), Paul Annacone (USA)",,,1
1930784,GAUFF C,Female,Athlete,USA,United States,United States,175,0.0,['Tennis'],"[""Women's Doubles"", ""Women's Singles"", 'Mixed Doubles']",13-03-2004,,"Personal: Jean Christophe Faurel (FRA), Brad Gilbert (USA)",,,1
1930785,GIRON M,Male,Athlete,USA,United States,United States,180,0.0,['Tennis'],"[""Men's Singles""]",24-07-1993,,"Personal: Karue Sell (BRA), Maxime Tabatruong (FRA)",,,1
1930790,KRAJICEK A,Male,Athlete,USA,United States,United States,188,0.0,['Tennis'],"[""Men's Doubles""]",16-06-1990,,Personal: Philip Farmer (USA),,,1
1930791,KRAWCZYK D,Female,Athlete,USA,United States,United States,170,0.0,['Tennis'],"[""Women's Doubles""]",11-01-1994,,Personal: Craig Veal (USA),,,1
1930801,PAUL T,Male,Athlete,USA,United States,United States,185,0.0,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",17-05-1997,,Personal: Brad Stine (USA),,,1
1930802,PEGULA J,Female,Athlete,USA,United States,United States,170,0.0,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",24-02-1994,,"Personal: Mark Knowles (BAH), Mark Merklein (BAH)",,,1
1930804,RAM R,Male,Athlete,USA,United States,United States,193,0.0,['Tennis'],"[""Men's Doubles""]",18-03-1984,,Personal: Bryan Smith (USA),,,1
1930826,ZHANG L,Female,Athlete,USA,United States,United States,0,0.0,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",16-06-1996,Athlete,,Her parents,"She writes 'Let's Go, Have Fun,' on her left forearm before most big matches",0
1930828,JHA K,Male,Athlete,USA,United States,United States,0,0.0,['Table Tennis'],"[""Men's Singles""]",19-06-2000,Athlete,,,He listens to rap music on the morning of a match,0
1930832,SUNG R,Female,Athlete,USA,United States,United States,0,0.0,['Table Tennis'],"[""Women's Team""]",09-07-2004,Athlete,Club: Zhou Xin,,,0
1930833,WANG A,Female,Athlete,USA,United States,United States,0,0.0,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",02-12-2002,,,,,0
1931098,HARIMOTO M,Female,Athlete,JPN,Japan,Japan,0,0.0,['Table Tennis'],"[""Women's Team""]",16-06-2008,,,,,0
1931099,HARIMOTO T,Male,Athlete,JPN,Japan,Japan,0,0.0,['Table Tennis'],"[""Men's Singles"", ""Men's Team"", 'Mixed Doubles']",27-06-2003,Student,"Personal: Qiu Jianxin (CHN).<br>National: Yosuke Kurashima (JPN), Yu Harimoto/Zhang Yu (JPN), his father",,,0
1931100,HAYATA H,Female,Athlete,JPN,Japan,Japan,0,0.0,['Table Tennis'],"[""Women's Singles"", ""Women's Team"", 'Mixed Doubles']",07-07-2000,Athlete,National: Takehiro Watanabe (JPN).<br>Club: Yasukazu Murakami (JPN),,,0
1931101,HIRANO M,Female,Athlete,JPN,Japan,Japan,0,0.0,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",14-04-2000,Athlete,,Her mother,,0
1931106,SHINOZUKA H,Male,Athlete,JPN,Japan,Japan,0,0.0,['Table Tennis'],"[""Men's Team""]",23-12-2003,,,,,0
1931109,TOGAMI S,Male,Athlete,JPN,Japan,Japan,0,0.0,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",24-08-2001,,National: Kunihito Tasei (JPN),,,0
1931124,PAEGLIS L,Female,Athlete,AUS,Australia,Australia,0,0.0,['Archery'],"[""Women's Individual"", 'Mixed Team']",02-04-2002,,National: Oh Kyo Moon (KOR),,,0
1931126,BOUKOUVALAS P,Male,Athlete,AUS,Australia,Australia,0,0.0,['Archery'],"[""Men's Individual"", 'Mixed Team']",02-12-1998,"Athlete, transport worker",National: Oh Kyo Moon (KOR).<br>Club: Alex King,,,0
1931160,TENZIN S,Male,Athlete,BHU,Bhutan,Bhutan,0,0.0,['Swimming'],"[""Men's 100m Freestyle""]",07-09-2003,Athlete,Club: Alexander Tikhonov (RUS),,,0
1931161,KURNIAWAN J,Male,Athlete,INA,Indonesia,Indonesia,0,0.0,['Swimming'],"[""Men's 100m Butterfly""]",02-08-2001,Athlete,National: Albert Chridtiadi Susanto,,,0
1931180,LEE D,Male,Athlete,KOR,Korea,Korea,176,0.0,['Sport Climbing'],"[""Men's Boulder & Lead""]",08-10-2002,"Athlete, student",National: Seo Jong-Kuk (KOR),,,1
1931183,SEO C,Female,Athlete,KOR,Korea,Korea,164,0.0,['Sport Climbing'],"[""Women's Boulder & Lead""]",01-11-2003,,"National: Seo Jong-Kuk (KOR), father",,,1
1931185,SHIN E,Male,Athlete,KOR,Korea,Korea,173,0.0,['Sport Climbing'],"[""Men's Speed""]",27-05-1999,,,,"To prepare for competitions, he goes to public baths or saunas the night before to sweat a little and sleep soundly. Wakes up seven hours before the competition for a light run, prioritising good nutrition, rest and sleep. He treats competitions like being on stage, neatly placing his uniform on a hanger the day before",1
1931243,SUKASEM V,Female,Athlete,THA,Thailand,Thailand,0,0.0,['Skateboarding'],"[""Women's Street""]",23-10-2011,,,,,0
1931269,KIM E,Male,Athlete,KOR,Korea,Korea,0,0.0,['Cycling Road'],"[""Men's Road Race""]",07-10-1999,Athlete,,,,0
1931278,SONG M,Female,Athlete,KOR,Korea,Korea,0,0.0,['Cycling Road'],"[""Women's Road Race""]",30-03-1998,Athlete,,,,0
1931298,AMIR,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Breaking'],['B-Boys'],10-10-1997,,,,,0
1931331,KYZAIBAY N,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,160,0.0,['Boxing'],"[""Women's 50kg""]",14-09-1993,Athlete,"National: Kamekov Dolkunzhan (KAZ), Azizova Gulzara (KAZ)",,,1
1931342,KHALZOVA V,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,175,0.0,['Boxing'],"[""Women's 75kg""]",16-01-1996,Athlete,,Her father,,1
1931345,IBRAGIMOVA K,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,175,0.0,['Boxing'],"[""Women's 57kg""]",08-07-1996,"Athlete, student",National: Shamil Safiullin (KAZ).<br>Personal: Alexander Vysotsky (KAZ),,,1
1931374,ROMANYK AM,Male,Athlete,THA,Thailand,Thailand,0,0.0,['Sailing'],"[""Men's Dinghy""]",16-01-2001,Athlete,Andreas Geritzer (AUT),,,0
1931381,MONTGOMERY S,Female,Athlete,THA,Thailand,Thailand,0,0.0,['Sailing'],"[""Women's Dinghy""]",04-04-2003,"Athlete, student",,,,0
1931384,SHAURI M,Female,Athlete,TAN,Tanzania,Tanzania,198,0.0,['Athletics'],"[""Women's Marathon""]",25-02-1996,"Athlete, soldier",National: Antony Mwingereza (TAN),,,1
1931493,VERED VILENCHIK O,Male,Athlete,ISR,Israel,Israel,0,0.0,['Sailing'],"[""Men's Dinghy""]",08-05-2007,Athlete,Personal: Erez Eliayahu (ISR),,,0
1931496,AMAN A,Male,Athlete,IND,India,India,0,0.0,['Wrestling'],"[""Men's Freestyle 57kg""]",16-07-2003,Athlete,,,,0
1931500,YOUSRI A,Male,Athlete,EGY,Egypt,Egypt,180,0.0,['Handball'],['Men'],22-11-1994,Athlete,National: Juan Carlos Pastor (ESP).<br>Club: Magdy Abou El-Magd (EGY),,,1
1931570,ABDULLIN I,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Archery'],"[""Men's Individual"", ""Men's Team""]",09-01-1998,Athlete,Personal: Artem Kichkin (KAZ),,,0
1931572,ZHANGBYRBAY D,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Archery'],"[""Men's Individual"", ""Men's Team""]",02-06-2004,Athlete,,,,0
1931573,MAIMURATOV A,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,182,0.0,['Sport Climbing'],"[""Men's Speed""]",19-07-1995,Athlete,,His parents,,1
1931576,KARIMI M,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault""]",21-06-1999,"Athlete, student",National: Aleksandr Kim (KAZ).<br>Personal: Stepan Gorbachyov (KAZ),His parents,"To battle nerves before competition he listens to music and tries to occupy himself with some work. ""It happens that I throw things, accessories all around the room if the competition is late. And then gradually I collect them, I clean, and it calms me down."" (olympic.kz, 17 Apr 2020)",0
1931577,KURBANOV N,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Artistic Gymnastics'],"['Men', ""Men's Pommel Horse""]",06-12-1997,Athlete,Personal: Khussaanzhan Kurbanov (KAZ) - his father,,,0
1931583,POTAPENKO Y,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Modern Pentathlon'],"[""Women's Individual""]",20-04-1993,Athlete,"Personal: Sergey Turobov (UKR), Oksana Dmitriyenko (KAZ)",,,0
1931584,ABUSAL W,Male,Athlete,PLE,Palestine,Palestine,173,0.0,['Boxing'],"[""Men's 57kg""]",14-06-2004,Athlete,"Personal: Ahmad Harara (EGY), Nader Jayousi (PLE) - also head of the Palestinian Olympic delegation",,,1
1931588,BORODA-DUDOCHKIN G,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,0,0.0,['Modern Pentathlon'],"[""Men's Individual""]",16-11-2001,,"National: Sergey Turobov<br>Personal: Sergey Seliverstov, Svetlana Seliverstova",,,0
1931815,SWIATEK I,Female,Athlete,POL,Poland,Poland,176,0.0,['Tennis'],"[""Women's Singles""]",31-05-2001,,Personal: Tomasz Wiktorowski (POL),,Listens to rock music before a match,1
1931818,ELMASRY I,Male,Athlete,EGY,Egypt,Egypt,196,0.0,['Handball'],['Men'],11-03-1989,Athlete,National: Juan Carlos Pastor (ESP).<br>Club: David Davis (ESP),,,1
1931829,HENDAWY K,Male,Athlete,EGY,Egypt,Egypt,188,0.0,['Handball'],['Men'],01-05-1988,Athlete,National: Juan Carlos Pastor (ESP).<br>Club: Abdullah Al-Qahtani,,,1
1931832,FRECH M,Female,Athlete,POL,Poland,Poland,171,0.0,['Tennis'],"[""Women's Singles""]",15-12-1997,,Personal: Andrzej Kobierski (POL),,,1
1931894,LYNCH F,Male,Athlete,IRL,Ireland,Ireland,0,0.0,['Sailing'],"[""Men's Dinghy""]",23-04-1996,Athlete,"Vasilij Zbogar (SLO), three- time Olympic medallist (silver in 2008/2016, bronze in 2004) in the Finn class",Sailor Milan Vujasinovic (CRO),,0
1931914,LINETTE M,Female,Athlete,POL,Poland,Poland,171,0.0,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",12-02-1992,,Personal: Mark Gellard (GBR),,,1
1931916,ABDELHAK M,Male,Athlete,EGY,Egypt,Egypt,194,0.0,['Handball'],['Men'],20-01-2003,Athlete,National: Juan Carlos Pastor (ESP).<br>Club: Yann Balmossiere (FRA),,,1
1931934,BARWINSKA A,Female,Athlete,POL,Poland,Poland,0,0.0,['Sailing'],"[""Women's Dinghy""]",27-07-1995,Athlete,National: Wojciech Janusz (POL).<br>Personal: Jared West (AUS),Her sister,She has a check list which needs to be done before each event,0
1932027,YANG A,Female,Athlete,KOR,Korea,Korea,173,0.0,['Golf'],"[""Women's Individual Stroke Play""]",28-07-1989,,,,,1
1932109,ALY M,Male,Athlete,EGY,Egypt,Egypt,190,0.0,['Handball'],['Men'],13-11-1992,Athlete,National: Juan Carlos Pastor (ESP).<br>Club: Miguel Angel Velasco (ESP),,,1
1932124,COMERFORD N,Male,Athlete,IRL,Ireland,Ireland,183,87.0,['Rugby Sevens'],['Men'],06-04-2000,Athlete,National: James Topping (IRL),,,2
1932149,YASER ISMAIL O,Male,Athlete,PLE,Palestine,Palestine,0,0.0,['Taekwondo'],['Men -58kg'],03-11-2005,,,,,0
1932150,RODRIGUEZ P,Male,Athlete,HUN,Hungary,Hungary,197,0.0,['Handball'],['Men'],22-08-1990,Athlete,National: Chema Rodriguez (ESP).<br>Club: Dragan Dukic (SRB),,,1
1932154,MIKLER R,Male,Athlete,HUN,Hungary,Hungary,192,0.0,['Handball'],['Men'],20-09-1984,Athlete,National: Chema Rodriguez (ESP).<br>Club: Krisztian Karpati (HUN),,,1
1932160,VINESH V,Female,Athlete,IND,India,India,0,0.0,['Wrestling'],"[""Women's Freestyle 50kg""]",25-08-1994,"Athlete, Railway Worker",National: Kuldeep Malik (IND).<br>Personal: Woller Akos (HUN),,,0
1932161,BODO R,Male,Athlete,HUN,Hungary,Hungary,203,0.0,['Handball'],['Men'],13-03-1993,Athlete,National: Chema Rodriguez (ESP).<br>Club: Krisztian Karpati (HUN),,,1
1932168,IMRE B,Male,Athlete,HUN,Hungary,Hungary,186,0.0,['Handball'],['Men'],15-10-2002,Athlete,National: Chema Rodriguez (ESP).<br>Club: Istvan Pasztor (HUN),,,1
1932173,ROSOLSKA A,Female,Athlete,POL,Poland,Poland,166,0.0,['Tennis'],"[""Women's Doubles""]",01-12-1985,,,,,1
1932182,SANAD M,Male,Athlete,EGY,Egypt,Egypt,188,0.0,['Handball'],['Men'],16-01-1991,Athlete,National: Juan Carlos Pastor (ESP).<br>Club: Ljubomir Vranjes (SWE),,,1
1932186,ILIC Z,Male,Athlete,HUN,Hungary,Hungary,197,0.0,['Handball'],['Men'],02-01-2002,Athlete,National: Chema Rodriguez (ESP).<br>Club: Torsten Jansen (GER),,,1
1932194,LIGETVARI P,Male,Athlete,HUN,Hungary,Hungary,203,0.0,['Handball'],['Men'],13-02-1996,Athlete,National: Chema Rodriguez (ESP).<br>Club: Momir Ilic (SRB),,,1
1932219,BARTUCZ L,Male,Athlete,HUN,Hungary,Hungary,194,0.0,['Handball'],['Men'],05-11-1991,Athlete,"National: Chema Rodriguez, (ESP).<br>Club: Dragan Dukic (SRB)",,,1
1932221,TAREK M,Male,Athlete,EGY,Egypt,Egypt,202,0.0,['Handball'],['Men'],15-01-2002,"Athlete, engineer",National: Juan Carlos Pastor (ESP).<br>Club: Magdy Abou El-Magd (EGY),,,1
1932223,SIPOS A,Male,Athlete,HUN,Hungary,Hungary,198,0.0,['Handball'],['Men'],08-03-1990,Athlete,National: Chema Rodriguez (ESP).<br>Club: Roberto Garcia Parrondo (ESP),,,1
1932236,ROSTA M,Male,Athlete,HUN,Hungary,Hungary,203,0.0,['Handball'],['Men'],14-02-1999,Athlete,National: Chema Rodriguez (ESP).<br>Club: Xavier Pasucal Fuertes (ESP),,,1
1932243,ANTIM A,Female,Athlete,IND,India,India,0,0.0,['Wrestling'],"[""Women's Freestyle 53kg""]",31-08-2004,Athlete,,,,0
1932430,BOKA B,Male,Athlete,HUN,Hungary,Hungary,195,0.0,['Handball'],['Men'],02-10-1993,Athlete,National: Chema Rodriguez (ESP).<br>Club: Laszlo Gyorgy (HUN),,,1
1932431,ANSHU A,Female,Athlete,IND,India,India,0,0.0,['Wrestling'],"[""Women's Freestyle 57kg""]",05-08-2001,Athlete,"Club: Jagdish Sheoran.<br>Personal: Dharamvir Malik (IND), her father",,,0
1932434,DZIARNOWSKA M,Female,Athlete,POL,Poland,Poland,0,0.0,['Sailing'],"[""Women's Windsurfing""]",07-08-1990,Athlete,Cezariusz Piórczyk (POL).<br>Michał Przybytek (POL),,,0
1932440,WIERZBICKI S,Male,Athlete,POL,Poland,Poland,0,0.0,['Sailing'],"[""Men's Skiff""]",21-03-1992,"Athlete, eSailing and Digisail co-ordinator with the Polish Yachting Society",Paweł Kacprowski (POL),"His mother, she encouraged him to continue sailing when he wanted to quit",Does a mental warm-up before competition,0
1932442,KRASODOMSKI M,Male,Athlete,POL,Poland,Poland,0,0.0,['Sailing'],"[""Men's Dinghy""]",30-04-2003,"Athlete, student",,,,0
1932446,BUKSAK D,Male,Athlete,POL,Poland,Poland,0,0.0,['Sailing'],"[""Men's Skiff""]",19-09-1992,"Athlete, ambassador of the PGE Sailing Team (POL)",Personal: Pawel Kacprowski (POL),,,0
1932449,SZITA Z,Male,Athlete,HUN,Hungary,Hungary,196,0.0,['Handball'],['Men'],10-02-1998,Athlete,National: Chema Rodriguez (ESP).<br>Club: Krisztian Karpati (HUN),,,1
1932450,MELZACKA A,Female,Athlete,POL,Poland,Poland,0,0.0,['Sailing'],"[""Women's Skiff""]",05-05-1998,"Athlete, student",Zizi Staniul (POL),,,0
1932456,HANUSZ E,Male,Athlete,HUN,Hungary,Hungary,177,0.0,['Handball'],['Men'],25-09-1997,Athlete,National: Chema Rodriguez (ESP).<br>Club: Michael Schweikardt (GER),,,1
1932470,ANCSIN G,Male,Athlete,HUN,Hungary,Hungary,202,0.0,['Handball'],['Men'],27-11-1990,Athlete,National: Chema Rodriguez (ESP).<br>Club: Dragan Dukic (SRB),,,1
1932478,NABI H,Male,Athlete,EST,Estonia,Estonia,0,0.0,['Wrestling'],"[""Men's Greco-Roman 130kg""]",06-06-1985,Athlete,,,,0
